Cust Order No,Cust Order Date,FWD Seller Order NO,FWD PO NO,FWD PO Date,Seller Invoice No,Seller Invoice Date,Cust Invoice No,Cust Invoice Date,Status,JioCode,HSN,Seller Style Code,Seller SKU,EAN,Description,Order Qty,FWD Shipment ID,FWD Shipment Date,FWD Carrier,FWD AWB,Shipped QTY,Estimated Dispatch Date,SLA Status,Cancelled Qty,Customer Cancelled QTY,Seller Cancelled QTY,Listing MRP,Seller TD,Selling Price,Base Price,Total Price,CGST_PERCENTAGE,CGST_AMOUNT,SGST_PERCENTAGE,SGST_AMOUNT,IGST_PERCENTAGE,IGST_AMOUNT,Total Value,Invoice Value,Brand,Fulfillment Type,POB ID,Seller Name
FN3019601630,Sat Jul 26 23:47:52 IST 2025,1082914065,5119521858,Sun Jul 27 00:00:00 IST 2025,AJ2613220,Mon Jul 28 09:58:18 IST 2025,AF25GJ182159333,Mon Jul 28 09:58:23 IST 2025,Delivered,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822434,Sun Jul 27 22:52:50 IST 2025,DELHIVERY,195042379842414,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2019605865,Sat Jul 26 23:37:39 IST 2025,1082911304,5119521886,Sun Jul 27 00:00:00 IST 2025,AJ2613215,Mon Jul 28 09:58:00 IST 2025,AF25GJ182159052,Mon Jul 28 09:58:04 IST 2025,Shipped,701884635003,62114210,ZX--Pink,ZX--Pink-2XL,100000000125968989,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822463,Sun Jul 27 22:52:50 IST 2025,SHADOWFAX,SF1830262907AJI,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2019603017,Sat Jul 26 23:34:00 IST 2025,1082910106,5119521881,Sun Jul 27 00:00:00 IST 2025,AJ2613208,Mon Jul 28 09:57:43 IST 2025,AF25GJ182158830,Mon Jul 28 09:57:47 IST 2025,Delivered,701884635003,62114210,ZX--Pink,ZX--Pink-2XL,100000000125968989,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822462,Sun Jul 27 22:52:49 IST 2025,SHADOWFAX,SF1830262707AJI,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN5818303602,Sat Jul 26 23:32:55 IST 2025,1082910177,5119521859,Sun Jul 27 00:00:00 IST 2025,AJ2613202,Mon Jul 28 09:57:19 IST 2025,AF25GJ182158512,Mon Jul 28 09:57:24 IST 2025,Shipped,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822433,Sun Jul 27 22:52:49 IST 2025,XPRESSBEES,13670526655371,1,Sun Aug 03 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN1019607229,Sat Jul 26 23:21:54 IST 2025,1082906655,5119521856,Sun Jul 27 00:00:00 IST 2025,AJ2613196,Mon Jul 28 09:56:58 IST 2025,AF25GJ182158173,Mon Jul 28 09:57:03 IST 2025,Delivered,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822432,Sun Jul 27 22:52:49 IST 2025,DELHIVERY,195042379788002,1,Fri Aug 01 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN1609609986,Sat Jul 26 23:19:42 IST 2025,1082905251,5119521880,Sun Jul 27 00:00:00 IST 2025,AJ2613191,Mon Jul 28 09:56:45 IST 2025,AF25GJ182158019,Mon Jul 28 09:56:49 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822461,Sun Jul 27 22:52:48 IST 2025,DELHIVERY,195042379786414,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN0809601067,Sat Jul 26 23:12:25 IST 2025,1082903583,5119521855,Sun Jul 27 00:00:00 IST 2025,AJ2613186,Mon Jul 28 09:56:33 IST 2025,AF25GJ182157851,Mon Jul 28 09:56:37 IST 2025,Delivered,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822431,Sun Jul 27 22:52:48 IST 2025,XPRESSBEES,13670526653787,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN9609601246,Sat Jul 26 23:05:29 IST 2025,1082901723,5119521879,Sun Jul 27 00:00:00 IST 2025,AJ2613178,Mon Jul 28 09:56:07 IST 2025,AF25GJ182157470,Mon Jul 28 09:56:10 IST 2025,Shipped,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822460,Sun Jul 27 22:52:48 IST 2025,DELHIVERY,195042379778106,1,Sat Aug 02 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN1533509846,Sat Jul 26 23:04:09 IST 2025,1082901309,5119521877,Sun Jul 27 00:00:00 IST 2025,AJ2613182,Mon Jul 28 09:56:20 IST 2025,AF25GJ182157601,Mon Jul 28 09:56:25 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822459,Sun Jul 27 22:52:47 IST 2025,XPRESSBEES,13670526653244,1,Sat Aug 02 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN3909602468,Sat Jul 26 22:55:35 IST 2025,1082898911,5119521876,Sun Jul 27 00:00:00 IST 2025,AJ2613175,Mon Jul 28 09:55:51 IST 2025,AF25GJ182157254,Mon Jul 28 09:55:56 IST 2025,Delivered,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822458,Sun Jul 27 22:52:47 IST 2025,XPRESSBEES,13670526652654,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2677605130,Sat Jul 26 22:50:41 IST 2025,1082897517,5119521854,Sun Jul 27 00:00:00 IST 2025,AJ2613171,Mon Jul 28 09:55:38 IST 2025,AF25GJ182157039,Mon Jul 28 09:55:42 IST 2025,Delivered,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822430,Sun Jul 27 22:52:47 IST 2025,DELHIVERY,195042379769544,1,Sat Aug 02 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN3222604708,Sat Jul 26 22:39:45 IST 2025,1082893792,5119521878,Sun Jul 27 00:00:00 IST 2025,AJ2613168,Mon Jul 28 09:55:24 IST 2025,AF25GJ182156576,Mon Jul 28 09:55:29 IST 2025,Delivered,701884635003,62114210,ZX--Pink,ZX--Pink-2XL,100000000125968989,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822457,Sun Jul 27 22:52:46 IST 2025,XPRESSBEES,13670526651603,1,Fri Aug 01 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN0019603516,Sat Jul 26 22:36:23 IST 2025,1082892587,5119521874,Sun Jul 27 00:00:00 IST 2025,AJ2613165,Mon Jul 28 09:55:06 IST 2025,AF25GJ182156259,Mon Jul 28 09:55:10 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822456,Sun Jul 27 22:52:46 IST 2025,XPRESSBEES,13670526651382,1,Sat Aug 02 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN9587608470,Sat Jul 26 22:27:21 IST 2025,1082890594,5119521882,Sun Jul 27 00:00:00 IST 2025,AJ2613164,Mon Jul 28 09:55:03 IST 2025,,,Cancelled,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822455,Sun Jul 27 22:52:46 IST 2025,SHADOWFAX,SF1830258785AJI,0,Fri Aug 01 00:00:00 IST 2025,Within SLA,1,1,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,0.0,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN9587608470,Sat Jul 26 22:27:21 IST 2025,1082890594,5119521882,Sun Jul 27 00:00:00 IST 2025,AJ2613164,Mon Jul 28 09:55:03 IST 2025,,,Cancelled,701877786001,62114210,MATUKI VIOLET,BH-MATUKI-VIOLET-L,100000000125926435,WOMEN EMBROIDERY STRAIGHT KURTA SET,1,E342231107822455,Sun Jul 27 22:52:46 IST 2025,SHADOWFAX,SF1830258785AJI,0,Fri Aug 01 00:00:00 IST 2025,Within SLA,1,1,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,0.0,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN0019604651,Sat Jul 26 22:27:12 IST 2025,1082890030,5119521853,Sun Jul 27 00:00:00 IST 2025,AJ2613161,Mon Jul 28 09:54:48 IST 2025,AF25GJ182156018,Mon Jul 28 09:54:52 IST 2025,Delivered,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822429,Sun Jul 27 22:52:45 IST 2025,XPRESSBEES,13670526650780,1,Fri Aug 01 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN8798602435,Sat Jul 26 22:25:46 IST 2025,1082889475,5119521852,Sun Jul 27 00:00:00 IST 2025,AJ2613158,Mon Jul 28 09:54:33 IST 2025,AF25GJ182155810,Mon Jul 28 09:54:37 IST 2025,Shipped,701884635003,62114210,ZX--Pink,ZX--Pink-2XL,100000000125968989,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822428,Sun Jul 27 22:52:45 IST 2025,XPRESSBEES,13670526650680,1,Sat Aug 02 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN6988608833,Sat Jul 26 22:25:34 IST 2025,1082889981,5119521875,Sun Jul 27 00:00:00 IST 2025,AJ2613240,Mon Jul 28 09:59:13 IST 2025,AF25GJ182160088,Mon Jul 28 09:59:17 IST 2025,Shipped,701877201005,62114210,BHKKX MUSTARD,BH-KKX-MUSTARD-L,100000000125935795,WOMEN EMBROIDERY STRAIGHT KURTA SET,1,E342231107822454,Sun Jul 27 22:52:45 IST 2025,SHADOWFAX,SF1830258676AJI,1,Fri Aug 01 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN3458600469,Sat Jul 26 22:21:31 IST 2025,1082888735,5119521848,Sun Jul 27 00:00:00 IST 2025,AJ2613234,Mon Jul 28 09:58:59 IST 2025,AF25GJ182159867,Mon Jul 28 09:59:03 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822427,Sun Jul 27 22:52:44 IST 2025,DELHIVERY,195042379751672,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN8438607902,Sat Jul 26 22:17:17 IST 2025,1082887410,,,,,,,Cancelled,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,NA,,,,0,Mon Aug 04 00:00:00 IST 2025,Within SLA,1,1,0,2632.0,1710,921.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN3724600613,Sat Jul 26 22:11:18 IST 2025,1082885605,5119521849,Sun Jul 27 00:00:00 IST 2025,AJ2613229,Mon Jul 28 09:58:46 IST 2025,AF25GJ182159717,Mon Jul 28 09:58:49 IST 2025,Delivered,701877201001,62114210,BHKKX MUSTARD,BH-KKX-MUSTARD-M,100000000125923967,WOMEN EMBROIDERY STRAIGHT KURTA SET,1,E342231107822426,Sun Jul 27 22:52:43 IST 2025,SHADOWFAX,SF1830257787AJI,1,Sat Aug 02 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN1278609619,Sat Jul 26 22:04:02 IST 2025,1082883467,5119521847,Sun Jul 27 00:00:00 IST 2025,AJ2613224,Mon Jul 28 09:58:29 IST 2025,AF25GJ182159452,Mon Jul 28 09:58:33 IST 2025,Delivered,701884635003,62114210,ZX--Pink,ZX--Pink-2XL,100000000125968989,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822425,Sun Jul 27 22:52:43 IST 2025,SHADOWFAX,SF1830257305AJI,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN8909603574,Sat Jul 26 21:43:47 IST 2025,1082877924,5119521873,Sun Jul 27 00:00:00 IST 2025,AJ2613217,Mon Jul 28 09:58:13 IST 2025,AF25GJ182159264,Mon Jul 28 09:58:17 IST 2025,Shipped,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822453,Sun Jul 27 22:52:43 IST 2025,XPRESSBEES,13670526647885,1,Sat Aug 02 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN9188604382,Sat Jul 26 21:40:32 IST 2025,1082877072,5119521871,Sun Jul 27 00:00:00 IST 2025,AJ2613212,Mon Jul 28 09:57:56 IST 2025,AF25GJ182159011,Mon Jul 28 09:58:00 IST 2025,Delivered,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822452,Sun Jul 27 22:52:42 IST 2025,SHADOWFAX,SF1830255847AJI,1,Sun Aug 03 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN7537607437,Sat Jul 26 21:28:47 IST 2025,1082873658,5119521845,Sun Jul 27 00:00:00 IST 2025,AJ2613205,Mon Jul 28 09:57:40 IST 2025,AF25GJ182158798,Mon Jul 28 09:57:44 IST 2025,Delivered,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822423,Sun Jul 27 22:52:42 IST 2025,DELHIVERY,195042379717280,1,Fri Aug 01 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN8909605362,Sat Jul 26 21:28:39 IST 2025,1082873944,5119521846,Sun Jul 27 00:00:00 IST 2025,AJ2613199,Mon Jul 28 09:57:16 IST 2025,AF25GJ182158430,Mon Jul 28 09:57:20 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822424,Sun Jul 27 22:52:42 IST 2025,SHADOWFAX,SF1830255127AJI,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN0809604209,Sat Jul 26 20:31:37 IST 2025,1082859560,5119521851,Sun Jul 27 00:00:00 IST 2025,AJ2613193,Mon Jul 28 09:56:55 IST 2025,AF25GJ182158123,Mon Jul 28 09:56:58 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822422,Sun Jul 27 22:52:41 IST 2025,SHADOWFAX,SF1830252164AJI,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN5909606457,Sat Jul 26 20:26:27 IST 2025,1082858227,5119521872,Sun Jul 27 00:00:00 IST 2025,AJ2613189,Mon Jul 28 09:56:40 IST 2025,AF25GJ182157935,Mon Jul 28 09:56:44 IST 2025,Shipped,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822451,Sun Jul 27 22:52:41 IST 2025,XPRESSBEES,13670526643219,1,Sat Aug 02 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN6828601704,Sat Jul 26 20:19:57 IST 2025,1082856626,5119521850,Sun Jul 27 00:00:00 IST 2025,AJ2613184,Mon Jul 28 09:56:24 IST 2025,AF25GJ182157762,Mon Jul 28 09:56:31 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822421,Sun Jul 27 22:52:41 IST 2025,SHADOWFAX,SF1830251553AJI,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN5909606261,Sat Jul 26 20:16:59 IST 2025,1082855931,,,,,,,Cancelled,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,NA,,,,0,Sat Aug 02 00:00:00 IST 2025,Within SLA,1,1,0,2632.0,1710,921.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN6198604035,Sat Jul 26 20:07:45 IST 2025,1082853639,5119521844,Sun Jul 27 00:00:00 IST 2025,AJ2613180,Mon Jul 28 09:56:12 IST 2025,AF25GJ182157536,Mon Jul 28 09:56:16 IST 2025,Delivered,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822420,Sun Jul 27 22:52:40 IST 2025,DELHIVERY,195042379641971,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2824608233,Sat Jul 26 19:40:04 IST 2025,1082846268,5119521843,Sun Jul 27 00:00:00 IST 2025,AJ2613177,Mon Jul 28 09:55:58 IST 2025,AF25GJ182157357,Mon Jul 28 09:56:02 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822419,Sun Jul 27 22:52:40 IST 2025,DELHIVERY,195042379624375,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN5178303470,Sat Jul 26 19:23:34 IST 2025,1082842427,5119521869,Sun Jul 27 00:00:00 IST 2025,AJ2613174,Mon Jul 28 09:55:46 IST 2025,AF25GJ182157141,Mon Jul 28 09:55:49 IST 2025,Shipped,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822450,Sun Jul 27 22:52:39 IST 2025,XPRESSBEES,13670526639658,1,Fri Aug 01 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN1848606062,Sat Jul 26 19:07:47 IST 2025,1082838573,5119521839,Sun Jul 27 00:00:00 IST 2025,AJ2613170,Mon Jul 28 09:55:32 IST 2025,AF25GJ182156914,Mon Jul 28 09:55:36 IST 2025,Delivered,701877201003,62114210,BHKKX MUSTARD,BH-KKX-MUSTARD-3XL,100000000125926333,WOMEN EMBROIDERY STRAIGHT KURTA SET,1,E342231107822418,Sun Jul 27 22:52:39 IST 2025,XPRESSBEES,13670526638838,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN3909600101,Sat Jul 26 19:05:19 IST 2025,1082837906,,,,,,,Cancelled,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,NA,,,,0,Fri Aug 01 00:00:00 IST 2025,Within SLA,1,1,0,2632.0,1710,921.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN1509602399,Sat Jul 26 19:05:03 IST 2025,1082837792,5119521842,Sun Jul 27 00:00:00 IST 2025,AJ2613163,Mon Jul 28 09:55:00 IST 2025,AF25GJ182156194,Mon Jul 28 09:55:04 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822417,Sun Jul 27 22:52:38 IST 2025,DELHIVERY,195042379604462,1,Sat Aug 02 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN3909608772,Sat Jul 26 19:02:40 IST 2025,1082837351,5119521841,Sun Jul 27 00:00:00 IST 2025,AJ2613167,Mon Jul 28 09:55:16 IST 2025,AF25GJ182156390,Mon Jul 28 09:55:20 IST 2025,Shipped,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822416,Sun Jul 27 22:52:38 IST 2025,DELHIVERY,195042379603471,1,Fri Aug 01 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN4614600052,Sat Jul 26 18:51:14 IST 2025,1082834838,5119521870,Sun Jul 27 00:00:00 IST 2025,AJ2613160,Mon Jul 28 09:54:44 IST 2025,AF25GJ182155979,Mon Jul 28 09:54:49 IST 2025,Delivered,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107822449,Sun Jul 27 22:52:37 IST 2025,DELHIVERY,195042379597263,1,Sun Aug 03 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
